text,cleaned,preprocessed
"yes, i dried everything in the dryer.;;;;",yes i dried everything in the dryer ,yes dried everything dryer
then what did you do?;;;;,then what did you do ,
i folded all the towels.;;;;,i folded all the towels ,folded towels
did you put the sheets on the beds?;;;;,did you put the sheets on the beds ,put sheets beds
do you listen to the radio?;;;;,do you listen to the radio ,listen radio
i listen day and night.;;;;,i listen day and night ,listen day night
what do you listen to?;;;;,what do you listen to ,listen
mostly talk radio.;;;;,mostly talk radio ,mostly talk radio
what's that?;;;;,what s that ,
people talk about current events.;;;;,people talk about current events ,people talk current events
what do they say?;;;;,what do they say ,say
they say they want change.;;;;,they say they want change ,say want change
what kind of change?;;;;,what kind of change ,kind change
they want tax cuts.;;;;,they want tax cuts ,want tax cuts
why do they want tax cuts?;;;;,why do they want tax cuts ,want tax cuts
"mom, i'm hungry.;;;;",mom i m hungry ,mom hungry
look in the fridge.;;;;,look in the fridge ,look fridge
i'm looking. there's nothing to eat.;;;;,i m looking there s nothing to eat ,looking nothing eat
are you sure?;;;;,are you sure ,sure
it's almost empty.;;;;,it s almost empty ,almost empty
i went to the market yesterday.;;;;,i went to the market yesterday ,went market yesterday
i don't see anything.;;;;,i don t see anything ,see anything
i bought lots of oranges and apples.;;;;,i bought lots of oranges and apples ,bought lots oranges apples
i don't want fruit. i want something tasty.;;;;,i don t want fruit i want something tasty ,want fruit want something tasty
eat the fruit. it's good for you.;;;;,eat the fruit it s good for you ,eat fruit good
"next time you go to the market, let me go with you.;;;;",next time you go to the market let me go with you ,next time go market let go
what is there to eat?;;;;,what is there to eat ,eat
i don't know. look in the fridge.;;;;,i don t know look in the fridge ,know look fridge
i think i'll make a sandwich.;;;;,i think i ll make a sandwich ,think make sandwich
what kind?;;;;,what kind ,kind
a ham sandwich.;;;;,a ham sandwich ,ham sandwich
the bread is in the cabinet.;;;;,the bread is in the cabinet ,bread cabinet
where's the mustard?;;;;,where s the mustard ,mustard
"it's in the fridge, i think.;;;;",it s in the fridge i think ,fridge think
"oh, yes, here it is. do you want a sandwich?;;;;",oh yes here it is do you want a sandwich ,oh yes want sandwich
"yes, that sounds nice.;;;;",yes that sounds nice ,yes sounds nice
how about some potato chips?;;;;,how about some potato chips ,potato chips
"it's time for your bath, young lady.;;;;",it s time for your bath young lady ,time bath young lady
"but, mom, i'm not dirty.;;;;",but mom i m not dirty ,mom dirty
you need a bath every day.;;;;,you need a bath every day ,need bath every day
why?;;;;,why ,
because you don't want to smell bad.;;;;,because you don t want to smell bad ,want smell bad
i don't smell bad.;;;;,i don t smell bad ,smell bad
that's what you think.;;;;,that s what you think ,think
"if i smelled bad, i could smell me.;;;;",if i smelled bad i could smell me ,smelled bad could smell
i can smell you.;;;;,i can smell you ,smell
"i can smell you, too.;;;;",i can smell you too ,smell
that's my perfume.;;;;,that s my perfume ,perfume
something's wrong with my computer.;;;;,something s wrong with my computer ,something wrong computer
exactly what?;;;;,exactly what ,exactly
all i get is a black screen.;;;;,all i get is a black screen ,get black screen
what's the matter?;;;;,what s the matter ,matter
"i think i know, because this happened before.;;;;",i think i know because this happened before ,think know happened
what happened before?;;;;,what happened before ,happened
my hard drive crashed.;;;;,my hard drive crashed ,hard drive crashed
"oh, no. that's bad news.;;;;",oh no that s bad news ,oh bad news
"it sure is, but i'm going to call hp first, just to make sure.;;;;",it sure is but i m going to call hp first just to make sure ,sure going call hp first make sure
will you lose all your files?;;;;,will you lose all your files ,lose files
"no, i always back up my files.;;;;",no i always back up my files ,always back files
i called hp about my computer.;;;;,i called hp about my computer ,called hp computer
what did they say?;;;;,what did they say ,say
they said i need a new hard drive.;;;;,they said i need a new hard drive ,said need new hard drive
that's too bad. how much is a new one?;;;;,that s too bad how much is a new one ,bad much new one
"it's not too much, only about $85.;;;;",it s not too much only about ,much
plus installation?;;;;,plus installation ,plus installation
"no, my hard drive is easy to remove and replace.;;;;",no my hard drive is easy to remove and replace ,hard drive easy remove replace
really?;;;;,really ,really
"yes, it's just a couple of screws.;;;;",yes it s just a couple of screws ,yes couple screws
that's nice.;;;;,that s nice ,nice
it's a lot better than paying someone $60.;;;;,it s a lot better than paying someone ,lot better paying someone
what's your email address?;;;;,what s your email address ,email address
it's bluedog123.;;;;,it s bluedog ,bluedog
bluedog123. are you sure that's all?;;;;,bluedog are you sure that s all ,bluedog sure
yes.;;;;,yes ,yes
no. that's incomplete.;;;;,no that s incomplete ,incomplete
what do you mean?;;;;,what do you mean ,mean
what's your mailing address?;;;;,what s your mailing address ,mailing address
"456 cherry drive, pasadena, ca 91170.;;;;", cherry drive pasadena ca ,cherry drive pasadena ca
that's correct.;;;;,that s correct ,correct
so what's the problem?;;;;,so what s the problem ,problem
"bluedog123 is just the street. you have to give me the city, state, and zip code.;;;;",bluedog is just the street you have to give me the city state and zip code ,bluedog street give city state zip code
i'm going to take a nap.;;;;,i m going to take a nap ,going take nap
you should unplug the phone.;;;;,you should unplug the phone ,unplug phone
that's a good idea.;;;;,that s a good idea ,good idea
do you want me to wake you in an hour?;;;;,do you want me to wake you in an hour ,want wake hour
"no, thanks. just let me sleep until i wake up.;;;;",no thanks just let me sleep until i wake up ,thanks let sleep wake
i'll start dinner at 6:00.;;;;,i ll start dinner at ,start dinner
okay. i think i'll be awake by then.;;;;,okay i think i ll be awake by then ,okay think awake
"if not, your nose will wake you up.;;;;",if not your nose will wake you up ,nose wake
you mean i will smell the food cooking?;;;;,you mean i will smell the food cooking ,mean smell food cooking
you might even dream about dinner.;;;;,you might even dream about dinner ,might even dream dinner
i don't think i'm going to dream about anything. i'm really tired.;;;;,i don t think i m going to dream about anything i m really tired ,think going dream anything really tired
that was a nice funeral.;;;;,that was a nice funeral ,nice funeral
"yes, dad, it was.;;;;",yes dad it was ,yes dad
the son gave a nice speech about his father.;;;;,the son gave a nice speech about his father ,son gave nice speech father
"it was long, too.;;;;",it was long too ,long
i think it was about 45 minutes long.;;;;,i think it was about minutes long ,think minutes long
but it went by fast. it was interesting.;;;;,but it went by fast it was interesting ,went fast interesting
i liked it.;;;;,i liked it ,liked
"i'll give you a speech like that, too.;;;;",i ll give you a speech like that too ,give speech like
do you think anyone will come to my funeral?;;;;,do you think anyone will come to my funeral ,think anyone come funeral
of course.;;;;,of course ,course
i think only the family will be there.;;;;,i think only the family will be there ,think family
yikes! what was that noise?;;;;,yikes what was that noise ,yikes noise
i had to blow my nose.;;;;,i had to blow my nose ,blow nose
did you have to blow right next to the phone?;;;;,did you have to blow right next to the phone ,blow right next phone
did you hear that?;;;;,did you hear that ,hear
of course i heard that. i thought a plane had crashed into your house.;;;;,of course i heard that i thought a plane had crashed into your house ,course heard thought plane crashed house
it wasn't that loud.;;;;,it wasn t that loud ,loud
"i will blow my nose sometime for you, and you'll see.;;;;",i will blow my nose sometime for you and you ll see ,blow nose sometime see
okay. i'll take your word for it.;;;;,okay i ll take your word for it ,okay take word
i thought you had an elephant in your house.;;;;,i thought you had an elephant in your house ,thought elephant house
you're funny.;;;;,you re funny ,funny
what did you say? i think i've gone deaf.;;;;,what did you say i think i ve gone deaf ,say think gone deaf
i have lots of friends.;;;;,i have lots of friends ,lots friends
really? how many do you have?;;;;,really how many do you have ,really many
"i don't know, maybe one hundred.;;;;",i don t know maybe one hundred ,know maybe one hundred
that is a lot of friends. do you have a best friend?;;;;,that is a lot of friends do you have a best friend ,lot friends best friend
of course. i have lots of best friends.;;;;,of course i have lots of best friends ,course lots best friends
how many best friends do you have?;;;;,how many best friends do you have ,many best friends
i think about twenty-five.;;;;,i think about twenty five ,think twenty five
hmm. i have only one best friend.;;;;,hmm i have only one best friend ,hmm one best friend
i feel sorry for you.;;;;,i feel sorry for you ,feel sorry
i have only a few friends.;;;;,i have only a few friends ,friends
you must be lonely. i will share my friends with you.;;;;,you must be lonely i will share my friends with you ,must lonely share friends
don't you ever cheat on me.;;;;,don t you ever cheat on me ,ever cheat
why would i do that?;;;;,why would i do that ,would
